,open_SAR,open_USD,high_SAR,high_USD,low_SAR,low_USD,close_SAR,close_USD,volume
2020-05-15,36723.804288,9791.97,36925.013248,9845.62,34316.16,9150.0,34940.301568,9316.42,115890
2020-05-14,34913.78624,9309.35,37275.2256,9939.0,34716.552704,9256.76,36723.841792,9791.98,129565
2020-05-13,33044.736896,8810.99,35246.2592,9398.0,32977.229696,8792.99,34913.861248,9309.37,92466
2020-05-12,32111.074816,8562.04,33672.066304,8978.26,31986.336512,8528.78,33043.986816,8810.79,86522
2020-05-11,32713.876608,8722.77,34383.6672,9168.0,30753.28,8200.0,32109.124608,8561.52,168807
2020-05-10,35775.44064,9539.1,35909.442432,9574.83,30441.9968,8117.0,32713.876608,8722.77,183865
2020-05-09,36753.995008,9800.02,37182.4032,9914.25,35703.808,9520.0,35776.56576,9539.4,81950
2020-05-08,37452.61952,9986.3,37638.864384,10035.96,36397.632,9705.0,36753.957504,9800.01,100683
2020-05-07,34291.40736,9143.4,37755.2768,10067.0,33832.3584,9021.0,37452.99456,9986.4,147154
2020-05-06,33833.708544,9021.36,35235.008,9395.0,33401.849984,8906.21,34289.607168,9142.92,105925
2020-05-05,33273.248768,8871.92,34198.322432,9118.58,32853.504,8760.0,33835.471232,9021.83,76480
2020-05-04,33356.62016,8894.15,33566.08,8950.0,31960.9088,8522.0,33273.398784,8871.96,84418
2020-05-03,33650.764032,8972.58,34503.68,9200.0,32673.4848,8712.0,33356.657664,8894.16,90126
2020-05-02,33099.792768,8825.67,33791.104,9010.0,32827.2512,8753.0,33648.77632,8972.05,59002
2020-05-01,32328.448,8620.0,33975.548672,9059.18,32304.295424,8613.56,33104.630784,8826.96,91468
2020-04-30,32923.186432,8778.58,35478.784,9460.0,31507.1104,8401.0,32328.448,8620.0,206277
2020-04-29,29022.770432,7738.58,33576.918656,8952.89,28915.77152,7710.05,32923.148928,8778.57,183546
2020-04-28,29153.771904,7773.51,29178.112,7780.0,28724.763648,7659.12,29024.270592,7738.98,46302
2020-04-27,28852.20224,7693.1,29223.191808,7792.02,28525.5424,7606.0,29157.934848,7774.62,65441
2020-04-26,28274.378112,7539.03,28878.08,7700.0,28052.992,7480.0,28852.20224,7693.1,50522
2020-04-25,28146.752,7505.0,28896.832,7705.0,27869.484928,7431.07,28273.027968,7538.67,43874
2020-04-24,28067.843584,7483.96,28562.896384,7615.96,27707.9552,7388.0,28146.752,7505.0,60182
2020-04-23,26722.050048,7125.12,29020.5952,7738.0,26327.808,7020.0,28061.955456,7482.39,102773
2020-04-22,25657.836544,6841.36,26839.287552,7156.38,25570.2272,6818.0,26722.125056,7125.14,61486
2020-04-21,25611.406592,6828.98,26027.776,6940.0,25360.2048,6762.0,25657.874048,6841.37,60109
2020-04-20,26708.09856,7121.4,27077.888,7220.0,25318.9504,6751.0,25603.343232,6826.83,90149
2020-04-19,27185.14944,7248.6,27250.96896,7266.15,26461.32224,7055.6,26705.623296,7120.74,45664
2020-04-18,26353.235712,7026.78,27351.967232,7293.08,26306.80576,7014.4,27185.14944,7248.6,49488
2020-04-17,26635.303296,7101.99,26808.309248,7148.12,26151.464192,6972.98,26356.12352,7027.55,54126
2020-04-16,24832.336,6621.25,26965.376,7190.0,24258.599808,6468.27,26635.115776,7101.94,125009
2020-04-15,25759.884928,6868.57,26001.5232,6933.0,24771.392,6605.0,24832.298496,6621.24,61571
2020-04-14,25645.385216,6838.04,26170.2912,6978.0,25331.251712,6754.28,25760.37248,6868.7,69068
2020-04-13,25891.974016,6903.79,25891.974016,6903.79,24658.88,6575.0,25644.897664,6837.91,96415
2020-04-12,25790.900736,6876.84,26916.6208,7177.0,25427.712,6780.0,25891.974016,6903.79,73868
2020-04-11,25723.693568,6858.92,26043.90272,6944.3,25352.704,6760.0,25790.863232,6876.83,45470
2020-04-10,27316.188416,7283.54,27361.9808,7295.75,25277.620992,6739.98,25723.693568,6858.92,104674
2020-04-09,27603.919104,7360.26,27647.648768,7371.92,26658.143232,7108.08,27316.188416,7283.54,61094
2020-04-08,26992.828928,7197.32,27827.968,7420.0,26815.36,7150.0,27607.744512,7361.28,76059
2020-04-07,27490.05696,7329.9,27976.821376,7459.69,26541.5808,7077.0,26992.828928,7197.32,103585
2020-04-06,25400.634112,6772.78,27584.717056,7355.14,25371.456,6765.0,27490.05696,7329.9,118052
2020-04-05,25718.030464,6857.41,25861.033216,6895.54,25043.371008,6677.52,25400.634112,6772.78,49685
2020-04-04,25251.330688,6732.97,26216.833664,6990.41,24940.197504,6650.01,25716.455296,6856.99,72990
2020-04-03,25479.692544,6793.86,26432.8192,7048.0,24760.51584,6602.1,25255.56864,6734.1,104080
2020-04-02,24915.257344,6643.36,26995.3792,7198.0,24568.8704,6551.0,25480.555136,6794.09,149299
2020-04-01,24048.089856,6412.14,25052.446976,6679.94,23065.372544,6150.11,24913.607168,6642.92,97500
2020-03-31,23981.74528,6394.45,24464.721792,6523.23,23707.77856,6321.4,24041.714176,6410.44,72337
2020-03-30,22054.2272,5880.5,24748.8896,6599.0,21968.943104,5857.76,23981.482752,6394.38,118889
2020-03-29,23389.93216,6236.65,23500.0064,6266.0,22001.946624,5866.56,22057.677568,5881.42,63311
2020-03-28,23849.206144,6359.11,23852.544,6360.0,22592.4096,6024.0,23389.93216,6236.65,93159
2020-03-27,25267.457408,6737.27,25662.449536,6842.59,23481.2544,6261.0,23849.206144,6359.11,82914
2020-03-26,25042.995968,6677.42,25427.712,6780.0,24415.104,6510.0,25267.794944,6737.36,83026
2020-03-25,25295.285376,6744.69,26095.133184,6957.96,24190.08,6450.0,25043.033472,6677.43,132155
2020-03-24,24247.2736,6465.25,25626.4832,6833.0,23895.036032,6371.33,25295.397888,6744.72,151138
2020-03-23,21812.51392,5816.05,24752.64,6600.0,21332.2752,5688.0,24254.999424,6467.31,164674
2020-03-22,23203.874816,6187.04,24032.075648,6407.87,21504.831104,5734.01,21813.038976,5816.19,119115
2020-03-21,23269.619328,6204.57,24216.257792,6456.98,21977.419008,5860.02,23203.649792,6186.98,128913
2020-03-20,23110.15232,6162.05,25877.76,6900.0,21264.768,5670.0,23283.833344,6208.36,219298
2020-03-19,20226.882304,5393.26,24002.56,6400.0,19699.088512,5252.53,23111.352448,6162.37,199020
2020-03-18,19924.525056,5312.64,20387.811968,5436.17,18787.141248,5009.37,20226.057216,5393.04,137127
2020-03-17,18860.236544,5028.86,20720.96,5525.0,18457.40608,4921.45,19924.525056,5312.64,150089
2020-03-16,20103.381632,5360.33,20122.471168,5365.42,16659.726848,4442.12,18860.649088,5028.97,227276
2020-03-15,19398.868992,5172.48,22277.376,5940.0,19101.16224,5093.1,20107.01952,5361.3,139916
2020-03-14,20912.41792,5576.05,21154.206208,5640.52,18958.759552,5055.13,19397.293824,5172.06,136910
2020-03-13,18001.957504,4800.01,22333.632,5955.0,14184.500352,3782.13,20921.98144,5578.6,402201
2020-03-12,29757.848832,7934.58,29876.323968,7966.17,16539.264,4410.0,18001.92,4800.0,261505
2020-03-11,29607.795328,7894.57,29928.192,7980.0,28465.536,7590.0,29757.623808,7934.52,79942
2020-03-10,29740.184448,7929.87,30562.0096,8149.0,28983.128704,7728.01,29607.757824,7894.56,86783
2020-03-09,30133.563904,8034.76,30675.684224,8179.31,28623.090304,7632.01,29740.184448,7929.87,116968
2020-03-08,33323.2416,8885.25,33328.904704,8886.76,30003.2,8000.0,30128.125824,8033.31,77537
2020-03-07,34244.489856,9130.89,34458.6752,9188.0,33134.784,8835.0,33328.529664,8886.66,45422
2020-03-06,33958.521856,9054.64,34391.168,9170.0,33699.2192,8985.5,34248.202752,9131.88,43782
2020-03-05,32819.712896,8750.99,34351.488768,9159.42,32803.023616,8746.54,33958.671872,9054.68,58201
2020-03-04,32853.766528,8760.07,33184.626816,8848.29,32478.464,8660.0,32819.262848,8750.87,38696
2020-03-03,33420.489472,8911.18,33452.25536,8919.65,32444.7104,8651.0,32853.766528,8760.07,55154
2020-03-02,31992.03712,8530.3,33625.1488,8965.75,31870.8992,8498.0,33435.716096,8915.24,60401
2020-03-01,31966.946944,8523.61,32816.0,8750.0,31544.6144,8411.0,31997.962752,8531.88,43892
2020-02-29,32593.97632,8690.8,32966.016,8790.0,31966.72192,8523.55,31966.946944,8523.61,36748
2020-02-28,33090.7168,8823.25,33378.56,8900.0,31672.128,8445.0,32601.889664,8692.91,71155
2020-02-27,32951.0144,8786.0,33647.726208,8971.77,31994.6624,8531.0,33090.566784,8823.21,72483
2020-02-26,34940.526592,9316.48,35169.150976,9377.44,32379.565952,8633.63,32948.2016,8785.25,92130
2020-02-25,36212.062208,9655.52,36285.12,9675.0,34691.2,9250.0,34938.126336,9315.84,54379
2020-02-24,37265.47456,9936.4,37466.496,9990.0,35529.639424,9473.56,36214.349952,9656.13,55796
2020-02-23,36194.54784,9650.85,37466.496,9990.0,36172.608,9645.0,37265.47456,9936.4,37702
2020-02-22,36292.80832,9677.05,36413.271168,9709.17,35853.899008,9560.02,36194.585344,9650.86,24636
2020-02-21,35993.376384,9597.21,36587.064704,9755.51,35817.107584,9550.21,36292.80832,9677.05,42181
2020-02-20,35983.77536,9594.65,36375.1296,9699.0,35253.76,9400.0,35990.413568,9596.42,60152
2020-02-19,38121.990912,10164.78,38441.6,10250.0,35066.24,9350.0,35980.550016,9593.79,55162
2020-02-18,36401.3824,9706.0,38441.6,10250.0,35913.867904,9576.01,38121.728384,10164.71,70604
2020-02-17,37169.08928,9910.7,37369.585664,9964.16,35451.293568,9452.67,36401.3824,9706.0,70261
2020-02-16,37145.686784,9904.46,37691.52,10050.0,36146.805248,9638.12,37193.729408,9917.27,60023
2020-02-15,38795.487744,10344.36,38910.4,10375.0,36757.6704,9801.0,37146.661888,9904.72,57657
2020-02-14,38358.266112,10227.78,38935.002624,10381.56,37921.682048,10111.37,38795.487744,10344.36,47038
2020-02-13,38724.117632,10325.33,39379.2,10500.0,37804.032,10080.0,38365.204352,10229.63,79344
2020-02-12,38340.639232,10223.08,39191.68,10450.0,38340.639232,10223.08,38728.355584,10326.46,61008
2020-02-11,36947.965696,9851.74,38717.591936,10323.59,36378.88,9700.0,38340.639232,10223.08,62422
2020-02-10,38073.010688,10151.72,38209.0752,10188.0,36588.9024,9756.0,36948.303232,9851.83,59573
2020-02-09,37110.358016,9895.04,38126.5664,10166.0,37056.7648,9880.75,38073.1232,10151.75,43408
2020-02-08,36805.938048,9813.87,37278.976,9940.0,36255.529344,9667.11,37110.39552,9895.05,43600
2020-02-07,36648.9088,9772.0,37072.704,9885.0,36491.392,9730.0,36805.412992,9813.73,43966
2020-02-06,36048.957312,9612.03,36988.582528,9862.57,35727.62304,9526.35,36648.9088,9772.0,64949
2020-02-05,34492.503808,9197.02,36545.58528,9744.45,34418.245888,9177.22,36048.994816,9612.04,64870
2020-02-04,34846.27904,9291.35,35066.24,9350.0,34102.424704,9093.01,34492.503808,9197.02,53308
2020-02-03,34997.195136,9331.59,36074.310016,9618.79,34631.1936,9234.0,34849.616896,9292.24,50892
2020-02-02,35195.291264,9384.41,35542.653312,9477.03,34203.648,9120.0,34996.895104,9331.51,45690
2020-02-01,35072.653184,9351.71,35495.773312,9464.53,34807.4624,9281.0,35196.041344,9384.61,28578
2020-01-31,35672.004608,9511.52,35742.137088,9530.22,34541.221504,9210.01,35077.078656,9352.89,45552
2020-01-30,34884.608128,9301.57,35921.3312,9578.0,34520.331776,9204.44,35678.342784,9513.21,60626
2020-01-29,35161.275136,9375.34,35438.429696,9449.24,34563.6864,9216.0,34884.458112,9301.53,53864
2020-01-28,33406.950528,8907.57,35253.76,9400.0,33237.54496,8862.4,35157.037184,9374.21,74584
2020-01-27,32307.408256,8614.39,33753.6,9000.0,32009.664,8535.0,33406.950528,8907.57,53973
2020-01-26,31278.373504,8340.01,32321.434752,8618.13,31104.542464,8293.66,32309.696,8615.0,31130
2020-01-25,31649.588096,8438.99,31695.605504,8451.26,30959.17696,8254.9,31280.511232,8340.58,25521
2020-01-24,31520.311808,8404.52,31983.486208,8528.02,30895.7952,8238.0,31649.6256,8439.0,41687
2020-01-23,32563.860608,8682.77,32597.764224,8691.81,31152.285056,8306.39,31520.311808,8404.52,48165
2020-01-22,32763.644416,8736.04,33071.0272,8818.0,32215.936,8590.0,32562.322944,8682.36,29080
2020-01-21,32412.26944,8642.35,32962.2656,8789.0,31833.3952,8488.0,32763.606912,8736.03,36494
2020-01-20,32634.930688,8701.72,32804.711296,8746.99,31958.208512,8521.28,32412.26944,8642.35,38896
2020-01-19,33435.153536,8915.09,34499.854592,9198.98,31750.8864,8466.0,32634.85568,8701.7,70676
2020-01-18,33428.327808,8913.27,33711.895552,8988.88,33027.447552,8806.38,33438.416384,8915.96,38294
2020-01-17,32704.05056,8720.15,33909.80416,9041.65,32525.118976,8672.44,33428.365312,8913.28,70897
2020-01-16,33078.565504,8820.01,33227.831424,8859.81,32200.9344,8586.0,32703.525504,8720.01,51991
2020-01-15,33058.425856,8814.64,33440.366592,8916.48,32118.4256,8564.0,33083.816064,8821.41,84816
2020-01-14,30417.019136,8110.34,33303.552,8880.0,30399.017216,8105.54,33041.061504,8810.01,120399
2020-01-13,30696.911488,8184.97,30738.2784,8196.0,30212.809856,8055.89,30417.019136,8110.34,31159
2020-01-12,30078.245504,8020.01,30742.0288,8197.0,29853.184,7960.0,30696.948992,8184.98,38131
2020-01-11,30749.004544,8198.86,31077.089536,8286.34,30015.051264,8003.16,30078.245504,8020.01,54810
2020-01-10,29319.652096,7817.74,30749.5296,8199.0,28773.0688,7672.0,30742.103808,8197.02,82406
2020-01-09,30208.421888,8054.72,30213.072384,8055.96,29065.6,7750.0,29319.727104,7817.76,64239
2020-01-08,30550.458368,8145.92,31709.632,8455.0,29515.648,7870.0,30213.147392,8055.98,112622
2020-01-07,29098.97856,7758.9,30782.083072,8207.68,28967.001984,7723.71,30548.058112,8145.28,91171
2020-01-06,27594.093056,7357.64,29235.643136,7795.34,27553.288704,7346.76,29095.6032,7758.0,54635
2020-01-05,27581.154176,7354.19,28109.248,7495.0,27445.4272,7318.0,27598.256,7358.75,38331
2020-01-04,27546.688,7345.0,27767.9616,7404.0,27273.696384,7272.21,27580.854144,7354.11,29987
2020-01-03,26123.373696,6965.49,27771.712,7405.0,25769.148416,6871.04,27546.537984,7344.96,68428
2020-01-02,27005.767808,7200.77,27049.76,7212.5,25970.544896,6924.74,26124.198784,6965.71,31951
2020-01-01,26985.028096,7195.24,27209.152,7255.0,26909.68256,7175.15,27006.06784,7200.85,16792
2019-12-31,27175.3984,7246.0,27452.928,7320.0,26796.645504,7145.01,26984.990592,7195.23,25954
2019-12-30,27709.567872,7388.43,27783.863296,7408.24,27077.888,7220.0,27175.3984,7246.0,29605
2019-12-29,27435.526144,7315.36,28234.69888,7528.45,27332.9152,7288.0,27708.855296,7388.24,31387
2019-12-28,27208.289408,7254.77,27621.733504,7365.01,27147.907968,7238.67,27438.451456,7316.14,26848
2019-12-27,27010.3808,7202.0,27287.385344,7275.86,26539.405568,7076.42,27208.176896,7254.74,33642
2019-12-26,27021.669504,7205.01,27884.224,7435.0,26842.062848,7157.12,27010.3808,7202.0,36259
2019-12-25,27212.039808,7255.77,27272.046208,7271.77,26736.076544,7128.86,27020.244352,7204.63,27492
2019-12-24,27442.80192,7317.3,27890.524672,7436.68,26841.762816,7157.04,27212.039808,7255.77,43629
2019-12-23,28130.662784,7500.71,28860.753152,7695.38,27249.806336,7265.84,27442.014336,7317.09,68051
2019-12-22,26746.315136,7131.59,28197.532416,7518.54,26712.111488,7122.47,28133.400576,7501.44,39137
2019-12-21,26957.912704,7188.01,26967.551232,7190.58,26646.592,7105.0,26750.6656,7132.75,19467
2019-12-20,26820.273024,7151.31,27077.888,7220.0,26550.9568,7079.5,26957.237632,7187.83,32132
2019-12-19,27294.773632,7277.83,27677.952,7380.0,26396.477824,7038.31,26816.48512,7150.3,55509
2019-12-18,24842.049536,6623.84,27902.976,7440.0,24133.824,6435.0,27294.773632,7277.83,95636
2019-12-17,25845.656576,6891.44,26036.064384,6942.21,24602.624,6560.0,24841.974528,6623.82,53865
2019-12-16,26701.34784,7119.6,26815.36,7150.0,25637.7344,6836.0,25846.706688,6891.72,43863
2019-12-15,26493.350656,7064.14,27004.00512,7200.3,26284.11584,7008.35,26697.559936,7118.59,26395
2019-12-14,27218.040448,7257.37,27272.046208,7271.77,26297.8048,7012.0,26493.01312,7064.05,29561
2019-12-13,26994.479104,7197.76,27411.86112,7309.05,26968.226304,7190.76,27222.203392,7258.48,27609
2019-12-12,27040.384,7210.0,27359.168,7295.0,26553.95712,7080.3,26995.679232,7198.08,42288
2019-12-11,27093.45216,7224.15,27286.0352,7275.5,26724.075264,7125.66,27040.384,7210.0,30093
2019-12-10,27522.835456,7338.64,27781.46304,7407.6,26841.98784,7157.1,27093.377152,7224.13,49723
2019-12-09,28165.916544,7510.11,28690.56,7650.0,27276.6592,7273.0,27522.835456,7338.64,46621
2019-12-08,28080.407424,7487.31,28368.0256,7564.0,27658.674944,7374.86,28165.916544,7510.11,29856
2019-12-07,28232.26112,7527.8,28576.622848,7619.62,28016.088064,7470.16,28083.782784,7488.21,31498
2019-12-06,27711.7056,7389.0,28465.648512,7590.03,27396.672,7305.0,28231.023488,7527.47,48189
2019-12-05,26982.590336,7194.59,28071.744,7485.0,26815.36,7150.0,27711.7056,7389.0,59306
2019-12-04,27350.579584,7292.71,29065.6,7750.0,26504.0768,7067.0,26981.577728,7194.32,83147
2019-12-03,27356.992768,7294.42,27752.96,7400.0,27157.95904,7241.35,27350.579584,7292.71,33149
2019-12-02,27721.0816,7391.5,27830.068224,7420.56,26819.48544,7151.1,27356.467712,7294.28,46330
2019-12-01,28280.378752,7540.63,28284.95424,7541.85,27040.384,7210.0,27718.793856,7390.89,60769
2019-11-30,29031.808896,7740.99,29290.624,7810.0,27906.7264,7441.0,28285.104256,7541.89,46989
2019-11-29,27822.417408,7418.52,29440.64,7850.0,27611.56992,7362.3,29026.895872,7739.68,60745
2019-11-28,28157.62816,7507.9,28664.3072,7643.0,27602.944,7360.0,27826.055296,7419.49,56933
2019-11-27,26833.1744,7154.75,28709.312,7655.0,25652.736,6840.0,28159.953408,7508.52,92452
2019-11-26,26665.306496,7109.99,27527.936,7340.0,26318.356992,7017.48,26838.387456,7156.14,65722
2019-11-25,25878.622592,6900.23,27669.288576,7377.69,24433.856,6515.0,26663.731328,7109.57,119645
2019-11-24,27419.54944,7311.1,27491.894656,7330.39,25731.4944,6861.0,25890.061312,6903.28,67890
2019-11-23,27258.769792,7268.23,27544.737792,7344.48,26552.869504,7080.01,27421.312128,7311.57,50449
2019-11-22,28607.263616,7627.79,29065.6,7750.0,25465.216,6790.0,27258.769792,7268.23,126603
2019-11-21,30372.839424,8098.56,30508.491392,8134.73,28128.0,7500.0,28607.076096,7627.74,58418
2019-11-20,30505.116032,8133.83,30994.393216,8264.29,30147.21536,8038.4,30370.776704,8098.01,32466
2019-11-19,30702.6496,8186.5,30823.149952,8218.63,30014.4512,8003.0,30504.403456,8133.64,43556
2019-11-18,31889.163648,8502.87,31891.601408,8503.52,30228.224,8060.0,30705.162368,8187.17,43017
2019-11-17,31843.671296,8490.74,32384.704,8635.0,31318.390272,8350.68,31887.40096,8502.4,27009
2019-11-16,31771.963648,8471.62,32039.6672,8543.0,31503.36,8400.0,31844.721408,8491.02,20902
2019-11-15,32427.383552,8646.38,32966.016,8790.0,31503.36,8400.0,31772.376192,8471.73,46087
2019-11-14,32919.286016,8777.54,33003.52,8800.0,32188.18304,8582.6,32428.508672,8646.68,33468
2019-11-13,33085.691264,8821.91,33172.250496,8844.99,32635.9808,8702.0,32917.710848,8777.12,26810
2019-11-12,32753.593344,8733.36,33333.5552,8888.0,32131.92704,8567.6,33085.803776,8821.94,40366
2019-11-11,33904.216064,9040.16,34024.828928,9072.32,32323.497472,8618.68,32753.255808,8733.27,44888
2019-11-10,33037.948672,8809.18,34305.621376,9147.19,32816.0,8750.0,33901.628288,9039.47,34422
2019-11-09,32905.034496,8773.74,33303.552,8880.0,32721.789952,8724.88,33038.811264,8809.41,29469
2019-11-08,34556.1856,9214.0,34732.4544,9261.0,32613.4784,8696.0,32904.996992,8773.73,62107
2019-11-07,35025.585664,9339.16,35160.0,9375.0,34132.3904,9101.0,34564.43648,9216.2,39117
2019-11-06,34907.710592,9307.73,35407.188864,9440.91,34691.237504,9250.01,35025.17312,9339.05,37336
2019-11-05,35225.25696,9392.4,35459.84448,9454.95,34412.770304,9175.76,34911.198464,9308.66,45935
2019-11-04,34490.403584,9196.46,35680.105472,9513.68,34188.046336,9115.84,35228.81984,9393.35,45894
2019-11-03,34840.65344,9289.85,35113.382528,9362.57,34001.651456,9066.14,34483.840384,9194.71,27894
2019-11-02,34621.44256,9231.4,35155.274496,9373.74,34451.961984,9186.21,34839.415808,9289.52,28923
2019-11-01,34281.881344,9140.86,34799.9616,9279.0,33866.112,9030.0,34622.230144,9231.61,43594
2019-10-31,34331.236608,9154.02,35272.512,9405.0,33427.3152,8913.0,34281.84384,9140.85,54376
2019-10-30,35282.338048,9407.62,35290.663936,9409.84,33757.387904,9001.01,34333.861888,9154.72,55241
2019-10-29,34520.36928,9204.45,35816.32,9550.0,34023.6288,9072.0,35282.338048,9407.62,64158
2019-10-28,35734.673792,9528.23,37136.83584,9902.1,34353.664,9160.0,34522.957056,9205.14,80174
2019-10-27,34616.192,9230.0,36735.092992,9794.98,34032.404736,9074.34,35741.049472,9529.93,93833
2019-10-26,32463.012352,8655.88,38891.648,10370.0,31767.313152,8470.38,34616.192,9230.0,162588
2019-10-25,27799.502464,7412.41,32999.7696,8799.0,27606.6944,7361.0,32459.787008,8655.02,90748
2019-10-24,28009.749888,7468.47,28141.801472,7503.68,27520.397696,7337.99,27799.502464,7412.41,32714
2019-10-23,30078.433024,8020.06,30181.681536,8047.59,27377.92,7300.0,28002.811648,7466.62,63897
2019-10-22,30743.078912,8197.28,31120.781696,8297.99,30003.2,8000.0,30078.208,8020.0,34651
2019-10-21,30840.85184,8223.35,31252.0832,8333.0,30535.869312,8142.03,30743.041408,8197.27,30448
2019-10-20,29815.192448,7949.87,31117.0688,8297.0,29515.648,7870.0,30840.85184,8223.35,34286
2019-10-19,29804.016256,7946.89,30371.11424,8098.1,29504.096768,7866.92,29808.216704,7948.01,26627
2019-10-18,30268.390784,8070.71,30434.496,8115.0,29313.163904,7816.01,29804.466304,7947.01,31353
2019-10-17,29984.523008,7995.02,30471.699968,8124.92,29737.034112,7929.03,30267.903232,8070.58,29656
2019-10-16,30600.63872,8159.3,30682.622464,8181.16,29691.9168,7917.0,29972.221696,7991.74,34733
2019-10-15,31304.063744,8346.86,31514.6112,8403.0,30340.736,8090.0,30600.601216,8159.29,32773
2019-10-14,31035.460096,8275.24,31461.54304,8388.85,30764.5312,8203.0,31309.08928,8348.2,29810
2019-10-13,31135.745792,8301.98,31696.018048,8451.37,30603.264,8160.0,31034.597504,8275.01,27840
2019-10-12,30970.61568,8257.95,31503.36,8400.0,30940.8,8250.0,31128.657536,8300.09,21339
2019-10-11,32095.248128,8557.82,32926.674304,8779.51,30799.709952,8212.38,30972.6784,8258.5,50405
2019-10-10,32111.48736,8562.15,32418.4576,8644.0,31557.815808,8414.52,32096.035712,8558.03,39137
2019-10-09,30643.730816,8170.79,32515.968,8670.0,30434.496,8115.0,32106.199296,8560.74,55038
2019-10-08,30718.851328,8190.82,31222.08,8325.0,30336.048,8088.75,30634.729856,8168.39,35452
2019-10-07,29460.51712,7855.3,31128.019968,8299.92,29110.6048,7762.0,30716.113536,8190.09,52202
2019-10-06,30481.56352,8127.55,30580.274048,8153.87,29196.864,7785.0,29456.5792,7854.25,34676
2019-10-05,30517.342336,8137.09,30691.060864,8183.41,30051.880192,8012.98,30476.462976,8126.19,21907
2019-10-04,30844.902272,8224.43,30874.830464,8232.41,30021.952,8005.0,30517.492352,8137.13,26476
2019-10-03,31353.344,8360.0,31477.1072,8393.0,30228.224,8060.0,30843.139584,8223.96,30488
2019-10-02,31100.829568,8292.67,31405.512064,8373.91,30570.335488,8151.22,31353.118976,8359.94,26243
2019-10-01,31090.703488,8289.97,31878.4,8500.0,30652.20672,8173.05,31099.966976,8292.44,43472
2019-09-30,30164.617216,8043.04,31268.059904,8337.26,28915.584,7710.0,31088.340736,8289.34,55865
2019-09-29,30750.954752,8199.38,30862.529152,8229.13,29590.656,7890.0,30167.542528,8043.82,31544
2019-09-28,30668.783488,8177.47,31184.576,8315.0,30007.287936,8001.09,30748.817024,8198.81,34473
2019-09-27,30241.312896,8063.49,30997.056,8265.0,29448.70336,7852.15,30670.433664,8177.91,43882
2019-09-26,31616.05952,8430.05,31750.848896,8465.99,29065.6,7750.0,30242.212992,8063.73,67930
2019-09-25,31869.21152,8497.55,32740.992,8730.0,30811.936256,8215.64,31616.05952,8430.05,60783
2019-09-24,36387.13088,9702.2,36735.130496,9794.99,29253.12,7800.0,31852.672256,8493.14,94007
2019-09-23,37609.19872,10028.05,37691.482496,10049.99,36062.983808,9615.77,36387.3184,9702.25,31937
2019-09-22,37448.30656,9985.15,37837.7856,10089.0,36956.329088,9853.97,37612.274048,10028.87,22049
2019-09-21,38133.767168,10167.92,38166.69568,10176.7,37128.96,9900.0,37452.957056,9986.39,20544
2019-09-20,38417.97248,10243.7,38557.8624,10281.0,37734.237056,10061.39,38136.279936,10168.59,25088
2019-09-19,38090.600064,10156.41,38722.88,10325.0,36202.6112,9653.0,38420.185216,10244.29,44826
2019-09-18,38207.124992,10187.48,38471.678208,10258.02,37879.04,10100.0,38092.775296,10156.99,24250
2019-09-17,38440.399872,10249.68,38535.36,10275.0,37984.088704,10128.01,38208.400128,10187.82,22914
2019-09-16,38641.646336,10303.34,38835.392,10355.0,37796.5312,10078.0,38446.513024,10251.31,28971
2019-09-15,38752.170624,10332.81,38854.144,10360.0,38449.66336,10252.15,38636.658304,10302.01,18047
2019-09-14,38794.625152,10344.13,39079.130496,10419.99,38337.826432,10222.33,38760.459008,10335.02,23621
2019-09-13,39060.453504,10415.01,39150.4256,10439.0,38077.8112,10153.0,38786.861824,10342.06,30280
2019-09-12,38099.376,10158.75,39187.217024,10448.81,37654.016,10040.0,39060.453504,10415.01,34511
2019-09-11,37872.251776,10098.19,38602.8672,10293.0,37053.952,9880.0,38097.800832,10158.33,31953
2019-09-10,38638.796032,10302.58,38947.866496,10384.99,37327.7312,9953.0,37872.10176,10098.15,28915
2019-09-09,38933.802496,10381.24,39304.192,10480.0,37760.9024,10068.5,38640.821248,10303.12,39835
2019-09-08,39213.80736,10455.9,39726.112,10592.5,38284.0832,10208.0,38933.577472,10381.18,23984
2019-09-07,38624.281984,10298.71,39596.7232,10558.0,38586.252928,10288.57,39213.732352,10455.88,27637
2019-09-06,39615.962752,10563.13,40901.374848,10905.87,38066.56,10150.0,38624.356992,10298.73,58799
2019-09-05,39626.426368,10565.92,40879.36,10900.0,39191.68,10450.0,39621.063296,10564.49,33970
2019-09-04,39798.68224,10611.85,40500.5696,10799.0,38891.235456,10369.89,39630.551808,10567.02,43943
2019-09-03,38779.136,10340.0,40403.0592,10773.0,38524.1088,10272.0,39811.546112,10615.28,47998
2019-09-02,36467.351936,9723.59,39191.68,10450.0,36425.76,9712.5,38779.136,10340.0,44740
2019-09-01,35961.610496,9588.74,36866.432,9830.0,35703.808,9520.0,36472.564992,9724.98,19545
2019-08-31,35939.183104,9582.76,36320.786304,9684.51,35331.5808,9420.75,35956.847488,9587.47,17130
2019-08-30,35625.087104,9499.01,36363.8784,9696.0,35067.777664,9350.41,35945.858816,9584.54,26834
2019-08-29,36457.6384,9721.0,36468.8896,9724.0,34953.728,9320.0,35622.949376,9498.44,35532
